"","id","cohort","sex","treatment","age0_mature","age1_mature","age2_mature","age3_mature","age4_mature","age_at_mature","repeatspawn","spawning_strategy"
"3543","982091066244828",NA,"male","control",NA,NA,NA,NA,NA,">0",0,NA
"3544","982091068552057",2023,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"3545","982091066244783",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"3546","982091068034695",2023,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"3547","982091066244794",NA,"male","control",NA,NA,NA,NA,NA,">0",0,NA
"3548","982091068562492",2023,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"3549","982091068539386",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"3550","982091068535395",2023,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"3551","982091068545849",2023,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"3552","982091066244792",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"3553","982091068549934",2023,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"3554","982091066244825",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"3555","982091068549246",2023,NA,"control",0,0,NA,NA,NA,">1",0,NA
"3556","982091066244805",NA,"female","control",NA,NA,NA,NA,NA,">0",0,NA
"3557","982091068558336",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"3558","982091068034338",2023,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"3559","982091068547590",2023,NA,"control",0,0,NA,NA,NA,">1",0,NA
"3560","982091066244818",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"3561","982091066244772",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"3562","982091068555868",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"3563","982091068540522",2023,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"3564","982091068554677",2023,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"3565","982091066244862",NA,"male","control",NA,NA,NA,NA,NA,">0",0,NA
"3566","982091066244776",NA,"female","late",NA,NA,NA,NA,NA,">0",0,NA
"3567","982091068538863",2023,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"3568","982091068034174",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3569","982091068558191",NA,"male","late",NA,NA,NA,NA,NA,">0",0,NA
"3570","982091068541457",2023,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"3571","982091066244833",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3572","982091068540207",2023,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"3573","982091068034947",2023,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"3574","982091068560737",NA,"female","late",NA,NA,NA,NA,NA,">0",0,NA
"3575","982091068559484",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3576","982091068546393",2023,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"3577","982091068550908",2023,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"3578","982091068564383",2023,NA,"late",0,0,NA,NA,NA,">1",0,NA
"3579","982091068559156",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3580","982091066244840",NA,"male","late",NA,NA,NA,NA,NA,">0",0,NA
"3581","982091068541612",2023,NA,"late",0,0,NA,NA,NA,">1",0,NA
"3582","982091068560294",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3583","982091068541597",2023,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"3584","982091068540716",2023,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"3585","982091068550503",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3586","982091066244847",NA,"female","late",NA,NA,NA,NA,NA,">0",0,NA
"3587","982091068546295",2023,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"3588","982091066244795",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3589","982091068540666",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3590","982091068539640",NA,"male","late",NA,NA,NA,NA,NA,">0",0,NA
"3591","982091066244780",NA,"female","late",NA,NA,NA,NA,NA,">0",0,NA
"3592","982091068559365",2023,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"3593","982091068552946",NA,"male","late",NA,NA,NA,NA,NA,">0",0,NA
"3594","982091068553087",2023,NA,"late",0,0,NA,NA,NA,">1",0,NA
"3595","982091068560090",2023,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"3596","982091066244850",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3597","982091068543037",2023,NA,"late",0,0,NA,NA,NA,">1",0,NA
"3598","982091066244786",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3599","982091068556834",2023,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"3600","982091068546206",2023,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"3601","982091066244855",2023,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"3602","982091066244779",NA,"male","late",NA,NA,NA,NA,NA,">0",0,NA
"3603","982091066244830",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3604","982091068553234",2023,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"3605","982091068547641",NA,"male","late",NA,NA,NA,NA,NA,">0",0,NA
"3606","982091068558808",2023,"female?","late",0,NA,NA,NA,NA,">0",0,NA
"3607","982091068536622",2023,"male","late",0,1,NA,NA,NA,"1",1,"semelparity"
"3608","982091066244864",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3609","982091068554776",2023,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"3610","982091066244849",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3611","982091066244801",NA,"male","late",NA,NA,NA,NA,NA,">0",0,NA
"3612","982091068539897",2023,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"3613","982091068540125",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3614","982091066905453",NA,"male","late",NA,NA,NA,NA,NA,">0",0,NA
"3615","982091068539254",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3616","982091066905445",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3617","982091068560825",2023,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"3618","982091068554747",2023,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"3619","982091068560320",NA,"female?","late",NA,NA,NA,NA,NA,">0",0,NA
"3620","982091068543149",2023,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"3621","982091068535429",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3622","982091068563340",2023,NA,NA,0,0,NA,NA,NA,">1",0,NA
"3623","982091068534862",2023,NA,"late",0,0,NA,NA,NA,">1",0,NA
"3624","982091068543616",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3625","982091068552716",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3626","982091066905374",NA,"female","late",NA,NA,NA,NA,NA,">0",0,NA
"3627","982091068561207",2023,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"3628","982091068549668",2023,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"3629","982091068544773",2023,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"3630","982091068552039",2023,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"3631","900043000270669",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3632","900043000270658",2023,NA,NA,0,0,NA,NA,NA,">1",0,NA
"3633","900043000270631",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3634","982091068559864",2023,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"3635","900043000270632",2023,NA,NA,0,0,NA,NA,NA,">1",0,NA
"3636","900043000270622",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3637","982091066905444",NA,"female","late",NA,NA,NA,NA,NA,">0",0,NA
"3638","982091066905432",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3639","900043000270675",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3640","982091068556507",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3641","900043000270680",NA,"male","late",NA,NA,NA,NA,NA,">0",0,NA
"3642","900043000270692",2023,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"3643","982091068547360",2023,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"3644","900043000270652",2023,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"3645","900043000270676",2023,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"3646","982091068559033",2023,"male",NA,0,1,NA,NA,NA,"1",1,"semelparity"
"3647","900043000270673",2023,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"3648","900043000270614",NA,"female","control",NA,NA,NA,NA,NA,">0",0,NA
"3649","900043000270602",2023,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"3650","982091066905363",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"3651","900043000270635",2023,NA,"control",0,0,NA,NA,NA,">1",0,NA
"3652","900043000270634",2023,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"3653","900043000270686",2023,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"3654","900043000270697",2023,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"3655","900043000270640",2023,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"3656","900043000270621",NA,"female","control",NA,NA,NA,NA,NA,">0",0,NA
"3657","982091066905441",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"3658","982091066905443",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"3659","982091066905429",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"3660","900043000270654",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"3661","900043000270611",2023,NA,"control",0,0,NA,NA,NA,">1",0,NA
"3662","900043000270613",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"3663","900043000270618",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"3664","982091066905419",NA,"male","control",NA,NA,NA,NA,NA,">0",0,NA
"3665","982091066905402",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"3666","982091066905417",NA,"female?","control",NA,NA,NA,NA,NA,">0",0,NA
"3667","900043000270513",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3668","900043000270568",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3669","982091066905386",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3670","900043000270572",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3671","900043000270507",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3672","900043000270541",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3673","982091066905388",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3674","900043000270549",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3675","900043000270530",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3676","900043000270555",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3677","982091066905396",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3678","900043000270520",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3679","900043000270547",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3680","900043000270593",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3681","900043000270575",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3682","900043000270584",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3683","982091066905428",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3684","900043000270501",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3685","982091066905425",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3686","900043000270506",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3687","900226001511936",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3688","900226001511913",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3689","900043000270615",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3690","900226001511912",NA,"male",NA,NA,NA,NA,NA,NA,">0",0,NA
"3691","900043000270630",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3692","982091066905405",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3693","900226001511906",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3694","900043000270689",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3695","900043000270668",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3696","900043000270672",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3697","900043000270681",NA,NA,NA,NA,NA,NA,NA,NA,">0",0,NA
"3698","982091066905437",NA,NA,NA,NA,NA,NA,NA,NA,">0",0,NA
"3699","900043000270625",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3700","900043000270660",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3701","982091066905416",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3702","982091066905392",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3703","900043000270605",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3704","982091066905408",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3705","982091066905446",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3706","900043000270650",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3707","900043000270637",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3708","900226001511920",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3709","982091066905434",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3710","982091068545285",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3711","900043000270626",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3712","982091066905371",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3713","982091066905398",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3714","982091066905458",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3715","900043000270639",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3716","982091066905364",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3717","900043000270696",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3718","982091066905394",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3719","900043000270700",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3720","982091066905439",NA,NA,NA,NA,NA,NA,NA,NA,">0",0,NA
"3721","900043000270677",NA,NA,NA,NA,NA,NA,NA,NA,">0",0,NA
"3722","900043000270699",NA,NA,NA,NA,NA,NA,NA,NA,">0",0,NA
"3723","900226001511982",NA,NA,NA,NA,NA,NA,NA,NA,">0",0,NA
"3724","900043000270609",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3725","900043000270663",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3726","900043000270653",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3727","900043000270642",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3728","900043000270659",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3729","900043000270688",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3730","900043000270517",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3731","900043000270574",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3732","900043000270512",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3733","982091066905431",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3734","900043000270571",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3735","900226001511977",NA,"female","late",NA,NA,NA,NA,NA,">0",0,NA
"3736","900043000270586",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3737","982091066905391",NA,"male","late",NA,NA,NA,NA,NA,">0",0,NA
"3738","900043000270578",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3739","900043000270594",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3740","900043000270526",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3741","900043000270560",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3742","900043000270550",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3743","982091066905385",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3744","900226001511927",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3745","900043000270597",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3746","900226001511979",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3747","982091066905401",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3748","900043000270503",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3749","900043000270528",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3750","900226001511917",NA,"female","late",NA,NA,NA,NA,NA,">0",0,NA
"3751","900043000270525",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3752","900043000270518",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3753","900043000270553",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3754","900043000270516",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3755","900226001511918",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3756","900043000270511",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3757","900043000270581",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3758","900226001511934",NA,"female","late",NA,NA,NA,NA,NA,">0",0,NA
"3759","900043000270504",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3760","900043000270579",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3761","900226001511995",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3762","900043000270598",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"3763","900043000270566",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"3764","900043000270564",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"3765","900043000270565",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"3766","900043000270600",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"3767","900043000270591",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"3768","900043000270567",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"3769","900043000270557",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"3770","900226001511994",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"3771","900043000270542",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"3772","900226001511937",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"3773","900043000270532",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"3774","900043000270524",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"3775","900043000270552",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"3776","900043000270569",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"3777","900043000270533",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"3778","900043000270559",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"3779","900043000270521",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"3780","900043000270558",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"3781","900226001511932",NA,"male","control",NA,NA,NA,NA,NA,">0",0,NA
"3782","900043000270592",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"3783","900226001511926",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"3784","900043000270599",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"3785","900043000270595",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"3786","900043000270554",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"3787","900043000270519",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"3788","900043000270582",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3789","900043000270577",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3790","900043000270538",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3791","900043000270543",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3792","900226001511958",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3793","900043000270522",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3794","900043000270515",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3795","900043000270587",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3796","900226001511954",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3797","900043000270590",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3798","900043000270556",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3799","900043000270561",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3800","900226001511965",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3801","900043000270562",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3802","900226001511955",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3803","900043000270502",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3804","900043000270527",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3805","900043000270548",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3806","900226001511976",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3807","900043000270570",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3808","900226001511943",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3809","900226001511902",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3810","900043000270534",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3811","900043000270585",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3812","900043000270535",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3813","900043000270523",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3814","900226001511986",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3815","900226001511966",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3816","900043000270576",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3817","900043000270583",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3818","900043000270580",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3819","900043000270529",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3820","900043000270546",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3821","900043000270531",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3822","900043000270539",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3823","900043000270537",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3824","900043000270508",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3825","900043000270540",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3826","900043000270588",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3827","900043000270656",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"3828","900043000270674",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"3829","900043000270648",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"3830","900226001511930",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"3831","900043000270670",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"3832","900043000270666",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"3833","900043000270698",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"3834","900043000270633",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"3835","900226001511975",NA,"male","control",NA,NA,NA,NA,NA,">0",0,NA
"3836","900043000270682",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"3837","900043000270665",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"3838","900043000270691",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"3839","900226001511940",NA,"male","control",NA,NA,NA,NA,NA,">0",0,NA
"3840","982091068559080",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"3841","900226001511948",NA,"male","control",NA,NA,NA,NA,NA,">0",0,NA
"3842","900043000270695",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"3843","982091068549635",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"3844","900043000270636",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"3845","900226001511961",NA,"male","control",NA,NA,NA,NA,NA,">0",0,NA
"3846","900043000270646",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"3847","900043000270661",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"3848","900226001511969",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"3849","900043000270624",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"3850","900043000270678",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"3851","900043000270687",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"3852","900226001511944",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"3853","900043000270649",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"3854","900043000270628",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"3855","900043000270623",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"3856","900226001511999",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"3857","900226001511988",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"3858","900043000270619",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"3859","900226001511981",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"3860","900226001511964",NA,"male","control",NA,NA,NA,NA,NA,">0",0,NA
"3861","900043000270685",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"3862","900226001511962",NA,"male","control",NA,NA,NA,NA,NA,">0",0,NA
"3863","900043000270643",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"3864","900043000270657",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"3865","900226001511960",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"3866","900043000270616",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"3867","900043000270620",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"3868","982091066905438",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"3869","900043000270690",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"3870","982126057496097",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"3871","982126057496045",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"3872","900043000270424",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"3873","982126057496094",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"3874","900043000270428",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"3875","900043000270415",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"3876","900226001511989",NA,NA,NA,NA,NA,NA,NA,NA,">0",0,NA
