"","id","cohort","sex","treatment","age0_mature","age1_mature","age2_mature","age3_mature","age4_mature","age_at_mature","repeatspawn","spawning_strategy"
"3207","982091066375036",2022,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"3208","982126057485771",2022,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"3209","982091066374980",2022,NA,NA,0,0,NA,NA,NA,">1",0,NA
"3210","982091066374955",2022,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"3211","982091066374984",2022,NA,"control",0,0,0,NA,NA,">2",0,NA
"3212","982126057495970",2020,"female","control",NA,NA,1,NA,NA,"2?",1,"semelparity"
"3213","982126057485760",2021,"male","control",NA,1,NA,NA,NA,"1",1,"semelparity"
"3214","982126057485795",NA,"female?","control",NA,NA,NA,NA,NA,">0",0,NA
"3215","982091066375017",2022,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"3216","982091066375024",2022,NA,"control",0,0,NA,NA,NA,">1",0,NA
"3217","982091066375023",2022,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"3218","982091066374999",2022,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"3219","982091066374971",2022,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"3220","982126057485783",2022,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"3221","982126057485843",2021,NA,"control",NA,0,NA,NA,NA,">1",0,NA
"3222","982126057485813",2021,NA,"control",NA,0,NA,NA,NA,">1",0,NA
"3223","982126057485768",2022,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"3224","982126057485778",2022,"male","control",0,1,NA,NA,NA,"1",1,"semelparity"
"3225","982126057485832",2021,NA,"control",NA,0,NA,NA,NA,">1",0,NA
"3226","982091066374987",2022,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"3227","982091066375038",2022,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"3228","982091066375005",2022,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"3229","982091066374949",2022,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"3230","982091066374995",2022,NA,NA,0,0,NA,NA,NA,">1",0,NA
"3231","982126057485810",2022,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"3232","982126057495911",2022,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"3233","982091066374992",2022,"female","control",0,1,NA,NA,NA,"1",1,"semelparity"
"3234","982126057495905",NA,"female","control",NA,NA,NA,NA,NA,">0",0,NA
"3235","982091066375018",2022,NA,NA,0,0,0,NA,NA,">2",0,NA
"3236","982091066374994",2022,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"3237","982126057485781",2021,NA,"control",NA,0,NA,NA,NA,">1",0,NA
"3238","982126057495992",2022,"male","control",0,1,NA,NA,NA,"1",1,"semelparity"
"3239","982091066374953",2022,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"3240","982091066375033",2022,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"3241","982091066374985",2022,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"3242","982091066374948",2022,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"3243","982126057485823",2022,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"3244","982091062776690",2022,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"3245","982126057485764",2022,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"3246","982126057495997",2020,"female","control",NA,NA,1,NA,NA,"2?",1,"semelparity"
"3247","982091066375006",2022,NA,"control",0,NA,0,NA,NA,">2?",0,NA
"3248","982126057485819",2022,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"3249","982126057485856",2022,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"3250","982091066375027",2022,NA,"control",0,0,NA,NA,NA,">1",0,NA
"3251","982126057485859",2021,"male","control",NA,1,NA,NA,NA,"1",1,"semelparity"
"3252","982126057485817",2021,"male","control",NA,1,NA,NA,NA,"1",1,"semelparity"
"3253","982091066374991",2022,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"3254","982126057485814",2022,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"3255","982126057485840",2022,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"3256","982126057495974",2022,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"3257","982091066375039",2022,"male","control",0,1,NA,NA,NA,"1",1,"semelparity"
"3258","982091066375016",2022,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"3259","982126057485776",2022,"female?","control",0,NA,NA,NA,NA,">0",0,NA
"3260","982126057485770",2022,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"3261","982126057485775",2022,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"3262","982126057485777",2022,NA,"control",0,0,NA,NA,NA,">1",0,NA
"3263","982126057495909",2022,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"3264","982126057495941",2022,"female","control",0,1,NA,NA,NA,"1",1,"semelparity"
"3265","982091068556697",2022,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"3266","982091068548487",2022,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"3267","982091068551565",2022,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"3268","982126057495988",2022,NA,"control",0,0,0,NA,NA,">2",0,NA
"3269","982126057485793",2022,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"3270","982126057485792",NA,"male",NA,NA,NA,NA,NA,NA,">0",0,NA
"3271","982091068034178",2022,NA,NA,0,NA,NA,NA,NA,">0",0,NA
"3272","982091068554708",2022,NA,NA,0,0,NA,NA,NA,">1",0,NA
"3273","982126057485857",2021,"male",NA,NA,1,NA,NA,NA,"1",1,"semelparity"
"3274","982091068540802",2022,NA,NA,0,NA,NA,NA,NA,">0",0,NA
"3275","982091068563201",2022,"male",NA,0,1,NA,NA,NA,"1",1,"semelparity"
"3276","982091068549995",2022,NA,NA,0,NA,NA,NA,NA,">0",0,NA
"3277","982126057485853",2022,NA,NA,0,0,NA,NA,NA,">1",0,NA
"3278","982126057485790",2021,NA,NA,NA,NA,NA,NA,NA,">0",0,NA
"3279","982091068562308",2022,"female",NA,0,1,NA,NA,NA,"1",1,"semelparity"
"3280","982126057485848",2022,NA,NA,0,NA,NA,NA,NA,">0",0,NA
"3281","982126057485779",2022,NA,NA,0,NA,NA,NA,NA,">0",0,NA
"3282","982126057485800",2022,NA,NA,0,NA,0,NA,NA,">2?",0,NA
"3283","982126057495917",2022,NA,NA,0,NA,NA,NA,NA,">0",0,NA
"3284","982126057485797",2022,NA,NA,0,NA,NA,NA,NA,">0",0,NA
"3285","982126057485825",2021,NA,NA,NA,0,NA,NA,NA,">1",0,NA
"3286","982126057485836",2021,"male",NA,NA,1,NA,NA,NA,"1",1,"semelparity"
"3287","982091068555664",2022,NA,NA,0,NA,NA,NA,NA,">0",0,NA
"3288","982091068548166",2022,NA,NA,0,0,NA,NA,NA,">1",0,NA
"3289","982126057485833",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3290","982126057485767",2021,NA,"early",NA,0,NA,NA,NA,">1",0,NA
"3291","982091068541192",2022,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"3292","982091068544524",2022,NA,"early",0,0,NA,NA,NA,">1",0,NA
"3293","982126057485824",NA,"male","early",NA,NA,NA,NA,NA,">0",0,NA
"3294","982126057485791",2020,"female","early",NA,NA,1,NA,NA,"2?",1,"semelparity"
"3295","982091068561920",2022,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"3296","982091068557972",2022,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"3297","982091068539240",2022,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"3298","982126057485855",2022,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"3299","982091068555209",2022,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"3300","982126057485811",2021,NA,"early",NA,0,NA,NA,NA,">1",0,NA
"3301","982126057485787",2021,NA,"early",NA,0,NA,NA,NA,">1",0,NA
"3302","982091068541791",2022,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"3303","982126057485796",2021,NA,"early",NA,0,NA,NA,NA,">1",0,NA
"3304","982126057495960",2021,NA,"early",NA,0,NA,NA,NA,">1",0,NA
"3305","982091068539261",2022,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"3306","982091066375010",2022,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"3307","982091068543649",2022,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"3308","982126057485785",NA,"male","early",NA,NA,NA,NA,NA,">0",0,NA
"3309","982091068543348",2022,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"3310","982126057485798",2021,NA,"early",NA,0,0,NA,NA,">2",0,NA
"3311","982126057495966",2021,NA,"early",NA,0,NA,NA,NA,">1",0,NA
"3312","982126057485852",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3313","982091068544462",2022,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"3314","982126057485846",NA,"male","early",NA,NA,NA,NA,NA,">0",0,NA
"3315","982091068559074",2022,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"3316","982126057485788",2021,NA,"early",NA,0,NA,NA,NA,">1",0,NA
"3317","982126057495902",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3318","982091068552246",2022,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"3319","982091068549322",2022,NA,"early",0,0,NA,NA,NA,">1",0,NA
"3320","982091068562625",2022,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"3321","982126058798406",NA,"male","early",NA,NA,NA,NA,NA,">0",0,NA
"3322","982126057485766",2021,NA,"early",NA,0,NA,NA,NA,">1",0,NA
"3323","982091068539763",2022,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"3324","982091068554706",2022,NA,"early",0,0,NA,NA,NA,">1",0,NA
"3325","982091068547201",2022,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"3326","982126057485834",NA,NA,NA,NA,NA,NA,NA,NA,">0",0,NA
"3327","982091068543317",NA,NA,NA,NA,NA,NA,NA,NA,">0",0,NA
"3328","982126057495976",2021,NA,NA,NA,0,NA,NA,NA,">1",0,NA
"3329","982091068544274",2022,NA,NA,0,0,NA,NA,NA,">1",0,NA
"3330","982126057485812",2021,NA,"early",NA,0,NA,NA,NA,">1",0,NA
"3331","982091068562682",NA,"female?","early",NA,NA,NA,NA,NA,">0",0,NA
"3332","982126057485815",NA,"female","early",NA,NA,NA,NA,NA,">0",0,NA
"3333","982091066374983",2022,NA,NA,0,0,NA,NA,NA,">1",0,NA
"3334","982126057485835",2021,NA,"early",NA,0,NA,NA,NA,">1",0,NA
"3335","982126057485780",2021,"male","early",NA,1,1,1,NA,"1",3,"iteroparity"
"3336","982126057485763",2021,NA,"early",NA,0,NA,NA,NA,">1",0,NA
"3337","982126057485818",2021,NA,"early",NA,0,NA,NA,NA,">1",0,NA
"3338","982091068556209",2022,"female","early",0,1,NA,NA,NA,"1",1,"semelparity"
"3339","982126057495982",2021,"male","early",NA,0,1,NA,NA,"2",1,"semelparity"
"3340","982126057485794",NA,NA,NA,NA,NA,NA,NA,NA,">0",0,NA
"3341","982091068536792",2022,NA,NA,0,NA,NA,NA,NA,">0",0,NA
"3342","982126057485807",NA,NA,NA,NA,NA,NA,NA,NA,">0",0,NA
"3343","982091068552064",2022,NA,NA,0,0,NA,NA,NA,">1",0,NA
"3344","982091068538378",2022,NA,NA,0,NA,NA,NA,NA,">0",0,NA
"3345","982091068548122",2022,NA,NA,0,NA,NA,NA,NA,">0",0,NA
"3346","982091068549247",2022,NA,NA,0,0,NA,NA,NA,">1",0,NA
"3347","982091068547598",NA,NA,NA,NA,NA,NA,NA,NA,">0",0,NA
"3348","982091068551171",2022,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"3349","982126057485829",2021,NA,"late",NA,0,NA,NA,NA,">1",0,NA
"3350","982126057485769",NA,"female","late",NA,NA,NA,NA,NA,">0",0,NA
"3351","982091068536661",2022,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"3352","982126057485789",2021,NA,NA,NA,0,NA,NA,NA,">1",0,NA
"3353","982091068545501",2022,NA,NA,0,NA,NA,NA,NA,">0",0,NA
"3354","982126057485854",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3355","982091068548641",2022,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"3356","982126057485839",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3357","982091068034547",2021,NA,"late",NA,0,NA,NA,NA,">1",0,NA
"3358","982126057485784",2022,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"3359","982126057485761",2022,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"3360","982126057485803",2021,NA,"late",NA,0,NA,NA,NA,">1",0,NA
"3361","982126057495954",2022,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"3362","982126057485828",2022,"male","late",1,NA,NA,NA,NA,"0",1,"semelparity"
"3363","982126057485837",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"3364","982091068033020",2022,NA,"late",0,0,NA,NA,NA,">1",0,NA
"3365","982126057485762",2021,"male","late",NA,1,1,NA,NA,"1",2,"iteroparity"
"3366","982091068563315",2022,NA,"late",0,0,NA,NA,NA,">1",0,NA
"3367","982091068551240",2022,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"3368","982091068550405",2022,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"3369","982126057485804",2021,NA,"late",NA,0,NA,NA,NA,">1",0,NA
"3370","982091068034207",2022,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"3371","982126057485844",2021,NA,NA,NA,0,NA,NA,NA,">1",0,NA
"3372","982091068538646",2022,NA,NA,0,NA,NA,NA,NA,">0",0,NA
"3373","982126057485772",NA,NA,NA,NA,NA,NA,NA,NA,">0",0,NA
"3374","982091068537970",2022,NA,NA,0,NA,NA,NA,NA,">0",0,NA
"3375","982126057485842",2022,NA,NA,0,NA,NA,NA,NA,">0",0,NA
"3376","982126057485786",2022,NA,NA,0,NA,NA,NA,NA,">0",0,NA
"3377","982091068554490",2022,NA,NA,0,NA,NA,NA,NA,">0",0,NA
"3378","982091068556958",2022,NA,NA,0,0,0,NA,NA,">2",0,NA
"3379","982126057485849",NA,NA,NA,NA,NA,NA,NA,NA,">0",0,NA
"3380","982091068539539",2022,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"3381","982091068547213",2023,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"3382","982091068546378",2023,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"3383","982091068559646",2023,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"3384","982091068540665",2023,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"3385","982091068558779",2023,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"3386","982091068555534",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3387","982091068535255",2023,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"3388","982091068556612",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3389","982091068547297",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3390","982091068547836",2023,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"3391","982091068560240",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3392","982091068540806",2023,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"3393","982091068562542",2023,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"3394","982126057494969",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3395","982091068552310",2023,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"3396","982091066244827",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3397","982091066244819",NA,"female","early",NA,NA,NA,NA,NA,">0",0,NA
"3398","982091068559382",2023,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"3399","982091066244831",NA,"female","early",NA,NA,NA,NA,NA,">0",0,NA
"3400","982091068541700",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3401","982091068537679",2023,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"3402","982091066244790",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3403","982091068534647",2023,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"3404","982091068555926",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3405","982091068558187",2023,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"3406","982126057494920",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3407","982091068546200",2023,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"3408","982091068034335",2023,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"3409","982091068558979",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3410","982091068540838",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3411","982091068537313",2023,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"3412","982091068034555",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3413","982091068550731",2023,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"3414","982091068562824",NA,"male","early",NA,NA,NA,NA,NA,">0",0,NA
"3415","982091068553278",2023,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"3416","982091068545430",2023,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"3417","982091068545316",2023,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"3418","982091068563137",2023,NA,"early",0,0,NA,NA,NA,">1",0,NA
"3419","982091068563081",2023,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"3420","982091068549994",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3421","982091068555853",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3422","982091068541736",NA,"female?","early",NA,NA,NA,NA,NA,">0",0,NA
"3423","982091068551531",2023,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"3424","982091068548088",2023,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"3425","982091068549629",2023,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"3426","982091068559631",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3427","982091068555178",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3428","982091068556495",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3429","982091068538448",2023,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"3430","982091068541645",2023,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"3431","982091068538737",2023,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"3432","982091068557177",2023,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"3433","982091066244781",NA,"female","early",NA,NA,NA,NA,NA,">0",0,NA
"3434","982091068560489",2023,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"3435","982091068540018",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3436","982091068034943",2023,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"3437","982091068534857",2023,NA,"early",0,0,NA,NA,NA,">1",0,NA
"3438","982091068539620",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3439","982091068556646",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3440","982091068551352",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3441","982091066244809",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3442","982091068545587",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3443","982091068537155",2023,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"3444","982126057486278",NA,"female","early",NA,NA,NA,NA,NA,">0",0,NA
"3445","982091068559419",2023,"male","early",0,1,NA,NA,NA,"1",1,"semelparity"
"3446","982091068562731",2023,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"3447","982091068548193",2023,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"3448","982091068558529",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"3449","982091068557910",2023,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"3450","982091068546284",2023,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"3451","982091068555490",2023,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"3452","982091068558324",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"3453","982091066244793",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"3454","982126057495930",NA,"male","control",NA,NA,NA,NA,NA,">0",0,NA
"3455","982091068556951",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"3456","982091068538950",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"3457","982091066244859",NA,"male",NA,NA,NA,NA,NA,NA,">0",0,NA
"3458","982091068538596",NA,NA,NA,NA,NA,NA,NA,NA,">0",0,NA
"3459","982091066244812",NA,NA,NA,NA,NA,NA,NA,NA,">0",0,NA
"3460","982091066244785",NA,"male",NA,NA,NA,NA,NA,NA,">0",0,NA
"3461","982091066244837",NA,"male?",NA,NA,NA,NA,NA,NA,">0",0,NA
"3462","982091066244829",NA,NA,NA,NA,NA,NA,NA,NA,">0",0,NA
"3463","982091066244791",NA,"male",NA,NA,NA,NA,NA,NA,">0",0,NA
"3464","982091068542235",NA,"male?",NA,NA,NA,NA,NA,NA,">0",0,NA
"3465","982091068543308",NA,NA,NA,NA,NA,NA,NA,NA,">0",0,NA
"3466","982126057494990",NA,"male",NA,NA,NA,NA,NA,NA,">0",0,NA
"3467","982091068555390",2023,NA,NA,0,NA,NA,NA,NA,">0",0,NA
"3468","982091068558462",NA,NA,NA,NA,NA,NA,NA,NA,">0",0,NA
"3469","982091068034084",NA,"male",NA,NA,NA,NA,NA,NA,">0",0,NA
"3470","982091068542139",2023,NA,NA,0,0,NA,NA,NA,">1",0,NA
"3471","982091068554033",NA,NA,NA,NA,NA,NA,NA,NA,">0",0,NA
"3472","982091068562164",2023,NA,NA,0,0,NA,NA,NA,">1",0,NA
"3473","982091068547567",2023,NA,NA,0,0,NA,NA,NA,">1",0,NA
"3474","982091068034723",2023,NA,NA,0,NA,NA,NA,NA,">0",0,NA
"3475","982091066244813",NA,NA,NA,NA,NA,NA,NA,NA,">0",0,NA
"3476","982091068562118",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3477","982091066244777",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3478","982091066244867",NA,"male","early",NA,NA,NA,NA,NA,">0",0,NA
"3479","982091068538519",2023,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"3480","982091066244789",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3481","982091066244773",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3482","982091068549796",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3483","982091068544621",2023,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"3484","982091068548123",2023,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"3485","982091068545221",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3486","982091068550754",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3487","982091068536859",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3488","982091066244807",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3489","982091068550663",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3490","982091068547361",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3491","982091068547485",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3492","982091068551422",NA,"male","early",NA,NA,NA,NA,NA,">0",0,NA
"3493","982091068554247",2023,"female?","early",0,1,NA,NA,NA,"1",1,"semelparity"
"3494","982091068539803",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3495","982091068548000",2023,NA,"early",0,0,NA,NA,NA,">1",0,NA
"3496","982091068548380",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3497","982091068539063",NA,"female?","early",NA,NA,NA,NA,NA,">0",0,NA
"3498","982091066244806",NA,"male","early",NA,NA,NA,NA,NA,">0",0,NA
"3499","982091066244836",NA,"male","early",NA,NA,NA,NA,NA,">0",0,NA
"3500","982091068561525",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3501","982091068540166",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3502","982091068554545",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3503","982091066244811",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3504","982091068559845",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3505","982091068560394",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3506","982091068542711",2023,NA,"early",0,0,NA,NA,NA,">1",0,NA
"3507","982091068553370",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3508","982091066244848",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3509","982091068034128",2023,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"3510","982091068537085",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3511","982091066244866",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3512","982091068540460",2023,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"3513","982091068549194",2023,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"3514","982091068552069",2023,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"3515","982091068539561",2023,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"3516","982091068542536",2023,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"3517","982091066244808",NA,NA,NA,NA,NA,NA,NA,NA,">0",0,NA
"3518","982091068549183",2023,NA,NA,0,0,NA,NA,NA,">1",0,NA
"3519","982091068561354",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"3520","982091068561749",2023,NA,NA,0,NA,NA,NA,NA,">0",0,NA
"3521","982091068557057",NA,NA,NA,NA,NA,NA,NA,NA,">0",0,NA
"3522","982091068558267",NA,NA,NA,NA,NA,NA,NA,NA,">0",0,NA
"3523","982091068547675",2023,NA,NA,0,NA,NA,NA,NA,">0",0,NA
"3524","982091066244771",NA,"female",NA,NA,NA,NA,NA,NA,">0",0,NA
"3525","982091068546147",2023,NA,NA,0,NA,NA,NA,NA,">0",0,NA
"3526","982091068547363",2023,NA,NA,0,0,NA,NA,NA,">1",0,NA
"3527","982091068557186",2023,NA,NA,0,NA,NA,NA,NA,">0",0,NA
"3528","982091066244799",NA,"female",NA,NA,NA,NA,NA,NA,">0",0,NA
"3529","982091068542926",2023,NA,NA,0,NA,NA,NA,NA,">0",0,NA
"3530","982091068550733",2023,NA,NA,0,NA,NA,NA,NA,">0",0,NA
"3531","982091068032928",NA,NA,NA,NA,NA,NA,NA,NA,">0",0,NA
"3532","982091068555472",2023,NA,NA,0,0,NA,NA,NA,">1",0,NA
"3533","982091068543091",2023,NA,NA,0,NA,NA,NA,NA,">0",0,NA
"3534","982091068562912",2023,NA,NA,0,NA,NA,NA,NA,">0",0,NA
"3535","982126057494996",NA,"female",NA,NA,NA,NA,NA,NA,">0",0,NA
"3536","982091068035006",NA,"male",NA,NA,NA,NA,NA,NA,">0",0,NA
"3537","982091068549905",NA,NA,NA,NA,NA,NA,NA,NA,">0",0,NA
"3538","982091068562714",2023,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"3539","982091068540904",2023,NA,"control",0,0,NA,NA,NA,">1",0,NA
"3540","982091068551717",NA,"male","control",NA,NA,NA,NA,NA,">0",0,NA
"3541","982091068543496",2023,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"3542","982091068556248",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
